symbol,epic,type,expiry,marginFactor,minDealSize
"PZC","PZC","-","-","",""
"PZZA","PZZA","-","-","",""
"Q5TSG","Q5TSG","-","-","",""
"QANAU","QANAU","-","-","",""
"QBEAU","QBEAU","-","-","",""
"QBTS","QBTS","-","-","",""
"QCLN","QCLN","-","-","",""
"QCOM","QCOM","-","-","",""
"QED","QED","-","-","",""
"QFIN","QFIN","-","-","",""
"QIA","QIA","-","-","",""
"QLD","QLD","-","-","",""
"QLT","QLT","-","-","",""
"QNCX","QNCX","-","-","",""
"QNTUSD","QNTUSD","-","-","",""
"QQ.","QQ.","-","-","",""
"QQQ","QQQ","-","-","",""
"QSI","QSI","-","-","",""
"QS","QS","-","-","",""
"QTTB","QTTB","-","-","",""
"QTUMBTC","QTUMBTC","-","-","",""
"QTUMUSD","QTUMUSD","-","-","",""
"QTX","QTX","-","-","",""
"QUBAU","QUBAU","-","-","",""
"QUBT","QUBT","-","-","",""
"QVCGA","QVCGA","-","-","",""
"R3NKD","R3NKD","-","-","",""
"RAA","RAA","-","-","",""
"RACAUSD","RACAUSD","-","-","",""
"RACEM","RACEM","-","-","",""
"RACE","RACE","-","-","",""
"RADUSD","RADUSD","-","-","",""
"RAKCEC","RAKCEC","-","-","",""
"RAKPROP","RAKPROP","-","-","",""
"RAND","RAND","-","-","",""
"RAREUSD","RAREUSD","-","-","",""
"RARIUSD","RARIUSD","-","-","",""
"RAT","RAT","-","-","",""
"RAYB","RAYB","-","-","",""
"RAYC","RAYC","-","-","",""
"RAYUSD","RAYUSD","-","-","",""
"RBCUSD","RBCUSD","-","-","",""
"RBLX","RBLX","-","-","",""
"RB.","RB.","-","-","",""
"RBSL","RBSL","-","-","",""
"RBT","RBT","-","-","",""
"RBV2025","RBV2025","-","-","",""
"RCAT","RCAT","-","-","",""
"RCDO","RCDO","-","-","",""
"RCF","RCF","-","-","",""
"RCH","RCH","-","-","",""
"RCKT","RCKT","-","-","",""
"RCL","RCL","-","-","",""
"RCN","RCN","-","-","",""
"RCP","RCP","-","-","",""
"RDCDE","RDCDE","-","-","",""
"RDDT","RDDT","-","-","",""
"RDNTUSD","RDNTUSD","-","-","",""
"RECM","RECM","-","-","",""
"RECO","RECO","-","-","",""
"REE","REE","-","-","",""
"REEUS","REEUS","-","-","",""
"REGB","REGB","-","-","",""
"REGN","REGN","-","-","",""
"REHAU","REHAU","-","-","",""
"REI","REI","-","-","",""
"REL","REL","-","-","",""
"RENDERUSD","RENDERUSD","-","-","",""
"RENUSD","RENUSD","-","-","",""
"REP","REP","-","-","",""
"REPUSD","REPUSD","-","-","",""
"REQUSD","REQUSD","-","-","",""
"RERE","RERE","-","-","",""
"RESOLVUSD","RESOLVUSD","-","-","",""
"RESURS","RESURS","-","-","",""
"REXAU","REXAU","-","-","",""
"REX","REX","-","-","",""
"REZUSD","REZUSD","-","-","",""
"RFFAU","RFFAU","-","-","",""
"RFGAU","RFGAU","-","-","",""
"RFP","RFP","-","-","",""
"RF","RF","-","-","",""
"RFXR","RFXR","-","-","",""
"RGLR","RGLR","-","-","",""
"RGTI","RGTI","-","-","",""
"RHCAU","RHCAU","-","-","",""
"RHIM","RHIM","-","-","",""
"RHM","RHM","-","-","",""
"RH","RH","-","-","",""
"RICAU","RICAU","-","-","",""
"RIOAU","RIOAU","-","-","",""
"RIOGB","RIOGB","-","-","",""
"RIOT","RIOT","-","-","",""
"RIOUSD","RIOUSD","-","-","",""
"RI","RI","-","-","",""
"RIVN","RIVN","-","-","",""
"RIZEUSD","RIZEUSD","-","-","",""
"RKH","RKH","-","-","",""
"RKLB","RKLB","-","-","",""
"RKT","RKT","-","-","",""
"RLAY","RLAY","-","-","",""
"RLCUSD","RLCUSD","-","-","",""
"RLE","RLE","-","-","",""
"RL","RL","-","-","",""
"RLUSDUSD","RLUSDUSD","-","-","",""
"RMBS","RMBS","-","-","",""
"RMDAU","RMDAU","-","-","",""
"RM","RM","-","-","",""
"RMSAU","RMSAU","-","-","",""
"RMS","RMS","-","-","",""
"RMV","RMV","-","-","",""
"RNA","RNA","-","-","",""
"RNK","RNK","-","-","",""
"RNOFR","RNOFR","-","-","",""
"RNOGB","RNOGB","-","-","",""
"RNRG","RNRG","-","-","",""
"RNWH","RNWH","-","-","",""
"ROBO","ROBO","-","-","",""
"ROBT","ROBT","-","-","",""
"ROGZ","ROGZ","-","-","",""
"ROKU","ROKU","-","-","",""
"ROM","ROM","-","-","",""
"ROOKUSD","ROOKUSD","-","-","",""
"ROO","ROO","-","-","",""
"ROOT","ROOT","-","-","",""
"RO","RO","-","-","",""
"ROR","ROR","-","-","",""
"ROVI","ROVI","-","-","",""
"RPI","RPI","-","-","",""
"RPLUSD","RPLUSD","-","-","",""
"R","R","-","-","",""
"RRC","RRC","-","-","",""
"RRLAU","RRLAU","-","-","",""
"RR","RR","-","-","",""
"RR.","RR.","-","-","",""
"RRTL","RRTL","-","-","",""
"RS1","RS1","-","-","",""
"RSBT","RSBT","-","-","",""
"RSE","RSE","-","-","",""
"RSGAU","RSGAU","-","-","",""
"RSPF","RSPF","-","-","",""
"RS","RS","-","-","",""
"RSRUSD","RSRUSD","-","-","",""
"RSS3USD","RSS3USD","-","-","",""
"RSSY","RSSY","-","-","",""
"RSW","RSW","-","-","",""
"RTO","RTO","-","-","",""
"RTX","RTX","-","-","",""
"RTY","RTY","-","-","",""
"RTYU2025","RTYU2025","-","-","",""
"RUI","RUI","-","-","",""
"RUNECOINUSD","RUNECOINUSD","-","-","",""
"RUNEUSD","RUNEUSD","-","-","",""
"RUN","RUN","-","-","",""
"RVNUSD","RVNUSD","-","-","",""
"RWA","RWA","-","-","",""
"RWCAU","RWCAU","-","-","",""
"RWE","RWE","-","-","",""
"RWR","RWR","-","-","",""
"RWS","RWS","-","-","",""
"RXLFR","RXLFR","-","-","",""
"RXRX","RXRX","-","-","",""
"RXST","RXST","-","-","",""
"RXT","RXT","-","-","",""
"RYAM","RYAM","-","-","",""
"RYA","RYA","-","-","",""
"RYCA","RYCA","-","-","",""
"RY","RY","-","-","",""
"RZLV","RZLV","-","-","",""
"S20SG","S20SG","-","-","",""
"S32AU","S32AU","-","-","",""
"S32","S32","-","-","",""
"S58SG","S58SG","-","-","",""
"S59SG","S59SG","-","-","",""
"S61SG","S61SG","-","-","",""
"S68SG","S68SG","-","-","",""
"S92","S92","-","-","",""
"SAABB","SAABB","-","-","",""
"SAAGB","SAAGB","-","-","",""
"SAA","SAA","-","-","",""
"SABEE","SABEE","-","-","",""
"SABR","SABR","-","-","",""
"SACH","SACH","-","-","",""
"SAFEGB","SAFEGB","-","-","",""
"SAFEUSD","SAFEUSD","-","-","",""
"SAF","SAF","-","-","",""
"SAGA","SAGA","-","-","",""
"SAGAUSD","SAGAUSD","-","-","",""
"SAGS","SAGS","-","-","",""
"SAHARAUSD","SAHARAUSD","-","-","",""
"SALAMA","SALAMA","-","-","",""
"SALIK","SALIK","-","-","",""
"SALMNOK","SALMNOK","-","-","",""
"SAMOUSD","SAMOUSD","-","-","",""
"SANA","SANA","-","-","",""
"SAND","SAND","-","-","",""
"SANDUSD","SANDUSD","-","-","",""
"SANE","SANE","-","-","",""
"SANFR","SANFR","-","-","",""
"SANTOSUSD","SANTOSUSD","-","-","",""
"SANT","SANT","-","-","",""
"SAPD","SAPD","-","-","",""
"SARGB","SARGB","-","-","",""
"SATS","SATS","-","-","",""
"SBET","SBET","-","-","",""
"SBIO","SBIO","-","-","",""
"SBMAU","SBMAU","-","-","",""
"SBMO","SBMO","-","-","",""
"SBRE","SBRE","-","-","",""
"SBRUSD","SBRUSD","-","-","",""
"SBRY","SBRY","-","-","",""
"SB","SB","-","-","",""
"SBS","SBS","-","-","",""
"SBUX","SBUX","-","-","",""
"SBV2025","SBV2025","-","-","",""
"SCHE","SCHE","-","-","",""
"SCHNCHF","SCHNCHF","-","-","",""
"SCLP","SCLP","-","-","",""
"SCMN","SCMN","-","-","",""
"SCO","SCO","-","-","",""
"SCR","SCR","-","-","",""
"SCRTUSD","SCRTUSD","-","-","",""
"SCRUSD","SCRUSD","-","-","",""
"SCS","SCS","-","-","",""
"SCST","SCST","-","-","",""
"SCT","SCT","-","-","",""
"SCUSD","SCUSD","-","-","",""
"SCYR","SCYR","-","-","",""
"SCZ","SCZ","-","-","",""
"SDA","SDA","-","-","",""
"SDEM","SDEM","-","-","",""
"SDFAU","SDFAU","-","-","",""
"SDF","SDF","-","-","",""
"SDGGB","SDGGB","-","-","",""
"SDHC","SDHC","-","-","",""
"SDIS","SDIS","-","-","",""
"SDNUSD","SDNUSD","-","-","",""
"SDOT","SDOT","-","-","",""
"SDOW","SDOW","-","-","",""
"SDPGB","SDPGB","-","-","",""
"SDR","SDR","-","-","",""
"SDS","SDS","-","-","",""
"SDUSD","SDUSD","-","-","",""
"SDY","SDY","-","-","",""
"SEBA","SEBA","-","-","",""
"SECUB","SECUB","-","-","",""
"SEDG","SEDG","-","-","",""
"SEIUSD","SEIUSD","-","-","",""
"SEKAU","SEKAU","-","-","",""
"SEKJPY","SEKJPY","-","-","",""
"SEKMXN","SEKMXN","-","-","",""
"SEKTRY","SEKTRY","-","-","",""
"SENAU","SENAU","-","-","",""
"SENS","SENS","-","-","",""
"SEPL","SEPL","-","-","",""
"SEQI","SEQI","-","-","",""
"SE","SE","-","-","",""
"SESG","SESG","-","-","",""
"SES","SES","-","-","",""
"SEZL","SEZL","-","-","",""
"SFER","SFER","-","-","",""
"SFOR","SFOR","-","-","",""
"SFQ","SFQ","-","-","",""
"SFRAU","SFRAU","-","-","",""
"SFR","SFR","-","-","",""
"SF","SF","-","-","",""
"SFTGB","SFTGB","-","-","",""
"SFYAU","SFYAU","-","-","",""
"SG25","SG25","-","-","",""
"SGBUSD","SGBUSD","-","-","",""
"SGDHKD","SGDHKD","-","-","",""
"SGDJPY","SGDJPY","-","-","",""
"SGDMXN","SGDMXN","-","-","",""
"SGE","SGE","-","-","",""
"SGFM","SGFM","-","-","",""
"SGH","SGH","-","-","",""
"SGL","SGL","-","-","",""
"SGMAU","SGMAU","-","-","",""
"SGML","SGML","-","-","",""
"SGO","SGO","-","-","",""
"SGPAU","SGPAU","-","-","",""
"SGRAU","SGRAU","-","-","",""
"SGRO","SGRO","-","-","",""
"SG","SG","-","-","",""
"SGSN","SGSN","-","-","",""
"SGY","SGY","-","-","",""
"SHA","SHA","-","-","",""
"SHELA","SHELA","-","-","",""
"SHELGB","SHELGB","-","-","",""
"SHIBUSD","SHIBUSD","-","-","",""
"SHIGB","SHIGB","-","-","",""
"SHLAU","SHLAU","-","-","",""
"SHL","SHL","-","-","",""
"SHNY","SHNY","-","-","",""
"SHOP","SHOP","-","-","",""
"SHOT","SHOT","-","-","",""
"SH","SH","-","-","",""
"SHUA","SHUA","-","-","",""
"SHV","SHV","-","-","",""
"SHY","SHY","-","-","",""
"SIE","SIE","-","-","",""
"SIFG","SIFG","-","-","",""
"SIFY","SIFY","-","-","",""
"SIGAU","SIGAU","-","-","",""
"SIGMAUSD","SIGMAUSD","-","-","",""
"SIGNZ","SIGNZ","-","-","",""
"SIKA","SIKA","-","-","",""
"SIL","SIL","-","-","",""
"SILVER","SILVER","-","-","",""
"SIPFC","SIPFC","-","-","",""
"SIRI","SIRI","-","-","",""
"SIX2","SIX2","-","-","",""
"SIZ2025","SIZ2025","-","-","",""
"SJM","SJM","-","-","",""
"SJT","SJT","-","-","",""
"SKBL","SKBL","-","-","",""
"SKCAU","SKCAU","-","-","",""
"SKFB","SKFB","-","-","",""
"SKG","SKG","-","-","",""
"SKIN","SKIN","-","-","",""
"SKISB","SKISB","-","-","",""
"SKLZ","SKLZ","-","-","",""
"SK","SK","-","-","",""
"SKYUSD","SKYUSD","-","-","",""
"SLB","SLB","-","-","",""
"SLERFUSD","SLERFUSD","-","-","",""
"SLHN","SLHN","-","-","",""
"SLIGR","SLIGR","-","-","",""
"SLP","SLP","-","-","",""
"SLR","SLR","-","-","",""
"SLV","SLV","-","-","",""
"SMCI","SMCI","-","-","",""
"SMH","SMH","-","-","",""
"SMINGB","SMINGB","-","-","",""
"SMPL","SMPL","-","-","",""
"SMR","SMR","-","-","",""
"SM","SM","-","-","",""
"SMSN","SMSN","-","-","",""
"SMTC","SMTC","-","-","",""
"SMT","SMT","-","-","",""
"SMWH","SMWH","-","-","",""
"SMZ2025","SMZ2025","-","-","",""
"SNAP","SNAP","-","-","",""
"SNCR","SNCR","-","-","",""
"SNDL","SNDL","-","-","",""
"SNEKUSD","SNEKUSD","-","-","",""
"SNGX","SNGX","-","-","",""
"SNIO","SNIO","-","-","",""
"SNOW","SNOW","-","-","",""
"SNR","SNR","-","-","",""
"SN","SN","-","-","",""
"SN.","SN.","-","-","",""
"SNXGB","SNXGB","-","-","",""
"SNXUSD","SNXUSD","-","-","",""
"SOFI","SOFI","-","-","",""
"SOGNIUSD","SOGNIUSD","-","-","",""
"SOI.L","SOI.L","-","-","",""
"SOI","SOI","-","-","",""
"SOLAU","SOLAU","-","-","",""
"SOLG","SOLG","-","-","",""
"SOLI","SOLI","-","-","",""
"SOLUSD","SOLUSD","-","-","",""
"SOM","SOM","-","-","",""
"SON3H2026","SON3H2026","-","-","",""
"SON3Z2025","SON3Z2025","-","-","",""
"SONICUSD","SONICUSD","-","-","",""
"SOON","SOON","-","-","",""
"SOPH","SOPH","-","-","",""
"SOPHUSD","SOPHUSD","-","-","",""
"SORA","SORA","-","-","",""
"SO","SO","-","-","",""
"SOS","SOS","-","-","",""
"SOUN","SOUN","-","-","",""
"SOXL","SOXL","-","-","",""
"SOXX","SOXX","-","-","",""
"SOYBEANMEAL","SOYBEANMEAL","-","-","",""
"SOYBEANOIL","SOYBEANOIL","-","-","",""
"SOYBEAN","SOYBEAN","-","-","",""
"SP35","SP35","-","-","",""
"SPA","SPA","-","-","",""
"SPCE","SPCE","-","-","",""
"SPECI","SPECI","-","-","",""
"SPELLUSD","SPELLUSD","-","-","",""
"SPEU","SPEU","-","-","",""
"SPICEUSD","SPICEUSD","-","-","",""
"SPIE","SPIE","-","-","",""
"SPINNEYS","SPINNEYS","-","-","",""
"SPI","SPI","-","-","",""
"SPKAU","SPKAU","-","-","",""
"SPKUSD","SPKUSD","-","-","",""
"SPM","SPM","-","-","",""
"SPOT","SPOT","-","-","",""
"SPRSP","SPRSP","-","-","",""
"SPSN","SPSN","-","-","",""
"SPSY","SPSY","-","-","",""
"SPT_GBP","SPT_GBP","-","-","",""
"SPURSUSD","SPURSUSD","-","-","",""
"SPXL","SPXL","-","-","",""
"SPX","SPX","-","-","",""
"SPXS","SPXS","-","-","",""
"SPXUSD","SPXUSD","-","-","",""
"SPXU","SPXU","-","-","",""
"SPYG","SPYG","-","-","",""
"SPY","SPY","-","-","",""
"SQNZ","SQNZ","-","-","",""
"SQQQ","SQQQ","-","-","",""
"SQ","SQ","-","-","",""
"SRADGB","SRADGB","-","-","",""
"SRA","SRA","-","-","",""
"SRB","SRB","-","-","",""
"SRCGB","SRCGB","-","-","",""
"SREI","SREI","-","-","",""
"SRE.L","SRE.L","-","-","",""
"SREN","SREN","-","-","",""
"SRGIT","SRGIT","-","-","",""
"SRG","SRG","-","-","",""
"SRMUSD","SRMUSD","-","-","",""
"SRP","SRP","-","-","",""
"SRPT","SRPT","-","-","",""
"SRT","SRT","-","-","",""
"SRVAU","SRVAU","-","-","",""
"S","S","-","-","",""
"SS1","SS1","-","-","",""
"SSABA","SSABA","-","-","",""
"SSABB","SSABB","-","-","",""
"SSE","SSE","-","-","",""
"SSL","SSL","-","-","",""
"SSMAU","SSMAU","-","-","",""
"SSON","SSON","-","-","",""
"SSO","SSO","-","-","",""
"SSPG","SSPG","-","-","",""
"SSP","SSP","-","-","",""
"SSRM","SSRM","-","-","",""
"SST","SST","-","-","",""
"SSVUSD","SSVUSD","-","-","",""
"STAN","STAN","-","-","",""
"STB","STB","-","-","",""
"STEEMBTC","STEEMBTC","-","-","",""
"STEEMUSD","STEEMUSD","-","-","",""
"STEM","STEM","-","-","",""
"STEPUSD","STEPUSD","-","-","",""
"STER","STER","-","-","",""
"STGUSD","STGUSD","-","-","",""
"STJ","STJ","-","-","",""
"STLAM","STLAM","-","-","",""
"STMMI","STMMI","-","-","",""
"STMN","STMN","-","-","",""
"STMPA","STMPA","-","-","",""
"STOAU","STOAU","-","-","",""
"STORJUSD","STORJUSD","-","-","",""
"STRDUSD","STRDUSD","-","-","",""
"STRKUSD","STRKUSD","-","-","",""
"ST","ST","-","-","",""
"STWAU","STWAU","-","-","",""
"STXS","STXS","-","-","",""
"STXUSD","STXUSD","-","-","",""
"STZ","STZ","-","-","",""
"SUBC","SUBC","-","-","",""
"SUCA","SUCA","-","-","",""
"SUIUSD","SUIUSD","-","-","",""
"SUNAU","SUNAU","-","-","",""
"SUNDOGUSD","SUNDOGUSD","-","-","",""
"SUNUSD","SUNUSD","-","-","",""
"SUNZ","SUNZ","-","-","",""
"SUPERUSD","SUPERUSD","-","-","",""
"SUPR","SUPR","-","-","",""
"SUP","SUP","-","-","",""
"SUSHIUSD","SUSHIUSD","-","-","",""
"SU","SU","-","-","",""
"SVEL","SVEL","-","-","",""
"SVS","SVS","-","-","",""
"SVT","SVT","-","-","",""
"SVXY","SVXY","-","-","",""
"SW20","SW20","-","-","",""
"SWARMSUSD","SWARMSUSD","-","-","",""
"SWECB","SWECB","-","-","",""
"SWEDA","SWEDA","-","-","",""
"SWELLUSD","SWELLUSD","-","-","",""
"SWFR","SWFR","-","-","",""
"SWFTCUSD","SWFTCUSD","-","-","",""
"SW","SW","-","-","",""
"SX2025","SX2025","-","-","",""
"SXLAU","SXLAU","-","-","",""
"SXS","SXS","-","-","",""
"SY1","SY1","-","-","",""
"SYM","SYM","-","-","",""
"SYNT","SYNT","-","-","",""
"SYNUSD","SYNUSD","-","-","",""
"SYRAU","SYRAU","-","-","",""
"SYRE","SYRE","-","-","",""
"SYRUPUSD","SYRUPUSD","-","-","",""
"SZG","SZG","-","-","",""
"SZU","SZU","-","-","",""
"T82USG","T82USG","-","-","",""
"TAALEEM","TAALEEM","-","-","",""
"TABR","TABR","-","-","",""
"TAHAU","TAHAU","-","-","",""
"TAMT","TAMT","-","-","",""
"TAN","TAN","-","-","",""
"TAOUSD","TAOUSD","-","-","",""
"TAQA","TAQA","-","-","",""
"TATE","TATE","-","-","",""
"TBCG","TBCG","-","-","",""
"TBTCUSD","TBTCUSD","-","-","",""
"TBT","TBT","-","-","",""
"TCAP","TCAP","-","-","",""
"TCLAU","TCLAU","-","-","",""
"TCOMUSD","TCOMUSD","-","-","",""
"TCWCA","TCWCA","-","-","",""
"TD","TD","-","-","",""
"TEAM","TEAM","-","-","",""
"TECDAX","TECDAX","-","-","",""
"TECL","TECL","-","-","",""
"TECN","TECN","-","-","",""
"TECOM","TECOM","-","-","",""
"TEERUSD","TEERUSD","-","-","",""
"TEF","TEF","-","-","",""
"TEGDE","TEGDE","-","-","",""
"TEL2B","TEL2B","-","-","",""
"TELIA","TELIA","-","-","",""
"TEMGB","TEMGB","-","-","",""
"TEMN","TEMN","-","-","",""
"TEM","TEM","-","-","",""
"TENG","TENG","-","-","",""
"TENM","TENM","-","-","",""
"TEP","TEP","-","-","",""
"TERMUSD","TERMUSD","-","-","",""
"TER","TER","-","-","",""
"TEVA","TEVA","-","-","",""
"TFIP","TFIP","-","-","",""
"TFPN","TFPN","-","-","",""
"TFW","TFW","-","-","",""
"TGA","TGA","-","-","",""
"TGS","TGS","-","-","",""
"TGT","TGT","-","-","",""
"THETAUSD","THETAUSD","-","-","",""
"THGGB","THGGB","-","-","",""
"THRG","THRG","-","-","",""
"THRLT","THRLT","-","-","",""
"TIAUSD","TIAUSD","-","-","",""
"TIGGB","TIGGB","-","-","",""
"TIGR","TIGR","-","-","",""
"TIME","TIME","-","-","",""
"TITCOINUSD","TITCOINUSD","-","-","",""
"TITCR","TITCR","-","-","",""
"TITR","TITR","-","-","",""
"TIT","TIT","-","-","",""
"TKA","TKA","-","-","",""
"TKWY","TKWY","-","-","",""
"TLGO","TLGO","-","-","",""
"TLMUSD","TLMUSD","-","-","",""
"TLRY","TLRY","-","-","",""
"TLSAU","TLSAU","-","-","",""
"TLT","TLT","-","-","",""
"TLW","TLW","-","-","",""
"TLX","TLX","-","-","",""
"TMDX","TMDX","-","-","",""
"TMPL","TMPL","-","-","",""
"TMV","TMV","-","-","",""
"TNA","TNA","-","-","",""
"TNEAU","TNEAU","-","-","",""
"TNSRUSD","TNSRUSD","-","-","",""
"TNYA","TNYA","-","-","",""
"TOBII","TOBII","-","-","",""
"TOI","TOI","-","-","",""
"TOKEUSD","TOKEUSD","-","-","",""
"TOM2","TOM2","-","-","",""
"TOM","TOM","-","-","",""
"TONUSD","TONUSD","-","-","",""
"TOON","TOON","-","-","",""
"TOR","TOR","-","-","",""
"TOSHIUSD","TOSHIUSD","-","-","",""
"TOU","TOU","-","-","",""
"TPEIR","TPEIR","-","-","",""
"TPFG","TPFG","-","-","",""
"TPGAU","TPGAU","-","-","",""
"TPK","TPK","-","-","",""
"TPRO","TPRO","-","-","",""
"TPVG","TPVG","-","-","",""
"TPWAU","TPWAU","-","-","",""
"TPXGB","TPXGB","-","-","",""
"TQQQ","TQQQ","-","-","",""
"TRACUSD","TRACUSD","-","-","",""
"TRAUSD","TRAUSD","-","-","",""
"TRBG","TRBG","-","-","",""
"TRBUSD","TRBUSD","-","-","",""
"TRCS","TRCS","-","-","",""
"TRELB","TRELB","-","-","",""
"TREMPUSD","TREMPUSD","-","-","",""
"TRE","TRE","-","-","",""
"TRGP","TRGP","-","-","",""
"TRI_EUR","TRI_EUR","-","-","",""
"TRIG","TRIG","-","-","",""
"TRIP","TRIP","-","-","",""
"TRML","TRML","-","-","",""
"TRNGBP","TRNGBP","-","-","",""
"TRNLTTFMV2025","TRNLTTFMV2025","-","-","",""
"TRNM","TRNM","-","-","",""
"TROX","TROX","-","-","",""
"TRP","TRP","-","-","",""
"TRSTGBP","TRSTGBP","-","-","",""
"TRUE","TRUE","-","-","",""
"TRUGB","TRUGB","-","-","",""
"TRUMPUSD","TRUMPUSD","-","-","",""
"TRUUSD","TRUUSD","-","-","",""
"TRVG","TRVG","-","-","",""
"TRXBTC","TRXBTC","-","-","",""
"TRXGB","TRXGB","-","-","",""
"TRXUSD","TRXUSD","-","-","",""
"TRYJPY","TRYJPY","-","-","",""
"TRY","TRY","-","-","",""
"TSCOL","TSCOL","-","-","",""
"TSEM","TSEM","-","-","",""
"TSI","TSI","-","-","",""
"TSLA","TSLA","-","-","",""
"TSM","TSM","-","-","",""
"TSSI","TSSI","-","-","",""
"TSTL","TSTL","-","-","",""
"T","T","-","-","",""
"TTD","TTD","-","-","",""
"TTEF","TTEF","-","-","",""
"TTE","TTE","-","-","",""
"TTG","TTG","-","-","",""
"TTT","TTT","-","-","",""
"TTWO","TTWO","-","-","",""
"TUAAU","TUAAU","-","-","",""
"TUBA","TUBA","-","-","",""
"TUI1","TUI1","-","-","",""
"TURBOUSD","TURBOUSD","-","-","",""
"TUR","TUR","-","-","",""
"TUSDUSD","TUSDUSD","-","-","",""
"TUYA","TUYA","-","-","",""
"TV","TV","-","-","",""
"TWEAU","TWEAU","-","-","",""
"TWG","TWG","-","-","",""
"TWKNC","TWKNC","-","-","",""
"TWLO","TWLO","-","-","",""
"TWRAU","TWRAU","-","-","",""
"TWTUSD","TWTUSD","-","-","",""
"TW","TW","-","-","",""
"TW.","TW.","-","-","",""
"TX","TX","-","-","",""
"TZA","TZA","-","-","",""
"U11SG","U11SG","-","-","",""
"U14SG","U14SG","-","-","",""
"UAA","UAA","-","-","",""
"UAL","UAL","-","-","",""
"UA","UA","-","-","",""
"UBER","UBER","-","-","",""
"UBIP","UBIP","-","-","",""
"UBOT","UBOT","-","-","",""
"UBSG","UBSG","-","-","",""
"UBXN","UBXN","-","-","",""
"UCG","UCG","-","-","",""
"UCO","UCO","-","-","",""
"UDOW","UDOW","-","-","",""
"UEC","UEC","-","-","",""
"UEIC","UEIC","-","-","",""
"UE","UE","-","-","",""
"UFDUSD","UFDUSD","-","-","",""
"UFI","UFI","-","-","",""
"UHR","UHR","-","-","",""
"UI","UI","-","-","",""
"UK100","UK100","-","-","",""
"UKSUGAR","UKSUGAR","-","-","",""
"UKW","UKW","-","-","",""
"ULH","ULH","-","-","",""
"ULTA","ULTA","-","-","",""
"UL","UL","-","-","",""
"ULVR","ULVR","-","-","",""
"UMAC","UMAC","-","-","",""
"UMAUSD","UMAUSD","-","-","",""
"UMG","UMG","-","-","",""
"UN0","UN0","-","-","",""
"UNFIUSD","UNFIUSD","-","-","",""
"UNH","UNH","-","-","",""
"UNIE","UNIE","-","-","",""
"UNIT","UNIT","-","-","",""
"UNI","UNI","-","-","",""
"UNIUSD","UNIUSD","-","-","",""
"UPLD","UPLD","-","-","",""
"UPROAE","UPROAE","-","-","",""
"UPRO","UPRO","-","-","",""
"UPR","UPR","-","-","",""
"UPST","UPST","-","-","",""
"UPS","UPS","-","-","",""
"UPXI","UPXI","-","-","",""
"URA","URA","-","-","",""
"URBN","URBN","-","-","",""
"URNJ","URNJ","-","-","",""
"US100","US100","-","-","",""
"US30","US30","-","-","",""
"US500","US500","-","-","",""
"USAR","USAR","-","-","",""
"USA","USA","-","-","",""
"USCOCOA","USCOCOA","-","-","",""
"USCOTTON","USCOTTON","-","-","",""
"USDBRL","USDBRL","-","-","",""
"USDCADU2025","USDCADU2025","-","-","",""
"USDCAD","USDCAD","-","-","",""
"USDCADZ2025","USDCADZ2025","-","-","",""
"USDCHFU2025","USDCHFU2025","-","-","",""
"USDCHF","USDCHF","-","-","",""
"USDCHFZ2025","USDCHFZ2025","-","-","",""
"USDCNH","USDCNH","-","-","",""
"USDCZK","USDCZK","-","-","",""
"USDDKK","USDDKK","-","-","",""
"USDHKD","USDHKD","-","-","",""
"USDHUF","USDHUF","-","-","",""
"USDINR","USDINR","-","-","",""
"USDJPYU2025","USDJPYU2025","-","-","",""
"USDJPY","USDJPY","-","-","",""
"USDJPY_W","USDJPY_W","-","-","",""
"USDJPYZ2025","USDJPYZ2025","-","-","",""
"USDKRW","USDKRW","-","-","",""
"USDMXN","USDMXN","-","-","",""
"USDNOK","USDNOK","-","-","",""
"USDPLN","USDPLN","-","-","",""
"USDSEK","USDSEK","-","-","",""
"USDSGD","USDSGD","-","-","",""
"USDTRY","USDTRY","-","-","",""
"USDTUSD","USDTUSD","-","-","",""
"USDTWD","USDTWD","-","-","",""
"USDZAR","USDZAR","-","-","",""
"USLAU","USLAU","-","-","",""
"USO","USO","-","-","",""
"USTCUSD","USTCUSD","-","-","",""
"USTUSD","USTUSD","-","-","",""
"USUALUSD","USUALUSD","-","-","",""
"UTDI","UTDI","-","-","",""
"UTG","UTG","-","-","",""
"U","U","-","-","",""
"UU.","UU.","-","-","",""
"UUUU","UUUU","-","-","",""
"UVIX","UVIX","-","-","",""
"UVXY","UVXY","-","-","",""
"UWM","UWM","-","-","",""
"UXIN","UXIN","-","-","",""
"UXI","UXI","-","-","",""
"UXLINKUSD","UXLINKUSD","-","-","",""
"UYM","UYM","-","-","",""
"VALT","VALT","-","-","",""
"VANL","VANL","-","-","",""
"VANQ","VANQ","-","-","",""
"VANRYUSD","VANRYUSD","-","-","",""
"VBKDE","VBKDE","-","-","",""
"VCP","VCP","-","-","",""
"VCSH","VCSH","-","-","",""
"VCTL","VCTL","-","-","",""
"VCT","VCT","-","-","",""
"VC","VC","-","-","",""
"VCXAU","VCXAU","-","-","",""
"VEA","VEA","-","-","",""
"VEIL","VEIL","-","-","",""
"VELODROMEUSD","VELODROMEUSD","-","-","",""
"VEL","VEL","-","-","",""
"VENDA","VENDA","-","-","",""
"VENDB","VENDB","-","-","",""
