symbol,epic,type,expiry,marginFactor,minDealSize
"ETHBTC","ETHBTC","-","-","",""
"ETHEUR","ETHEUR","-","-","",""
"ETHFIUSD","ETHFIUSD","-","-","",""
"ETHGBP","ETHGBP","-","-","",""
"ETHUSD","ETHUSD","-","-","",""
"ETHWUSD","ETHWUSD","-","-","",""
"ETL","ETL","-","-","",""
"ETN","ETN","-","-","",""
"ETOR","ETOR","-","-","",""
"ETR","ETR","-","-","",""
"ETSY","ETSY","-","-","",""
"EU50","EU50","-","-","",""
"EUA","EUA","-","-","",""
"EULUSD","EULUSD","-","-","",""
"EURAUD","EURAUD","-","-","",""
"EURBR","EURBR","-","-","",""
"EURCAD","EURCAD","-","-","",""
"EURCHF","EURCHF","-","-","",""
"EURCHFU2025","EURCHFU2025","-","-","",""
"EURCHFZ2025","EURCHFZ2025","-","-","",""
"EURCNH","EURCNH","-","-","",""
"EURCZK","EURCZK","-","-","",""
"EURDKK","EURDKK","-","-","",""
"EURDKKU2025","EURDKKU2025","-","-","",""
"EURDKKZ2025","EURDKKZ2025","-","-","",""
"EURGBP","EURGBP","-","-","",""
"EURGBPU2025","EURGBPU2025","-","-","",""
"EURGBPZ2025","EURGBPZ2025","-","-","",""
"EURHKD","EURHKD","-","-","",""
"EURHUF","EURHUF","-","-","",""
"EURJPY","EURJPY","-","-","",""
"EURMXN","EURMXN","-","-","",""
"EURNOK","EURNOK","-","-","",""
"EURNOKU2025","EURNOKU2025","-","-","",""
"EURNOKZ2025","EURNOKZ2025","-","-","",""
"EURNZD","EURNZD","-","-","",""
"EUROPUSD","EUROPUSD","-","-","",""
"EURPLN","EURPLN","-","-","",""
"EURQUSD","EURQUSD","-","-","",""
"EURRUSD","EURRUSD","-","-","",""
"EURSEK","EURSEK","-","-","",""
"EURSEKU2025","EURSEKU2025","-","-","",""
"EURSEKZ2025","EURSEKZ2025","-","-","",""
"EURSGD","EURSGD","-","-","",""
"EURTRY","EURTRY","-","-","",""
"EURUSD","EURUSD","-","-","",""
"EURUSDU2025","EURUSDU2025","-","-","",""
"EURUSD_W","EURUSD_W","-","-","",""
"EURUSDZ2025","EURUSDZ2025","-","-","",""
"EURZAR","EURZAR","-","-","",""
"EVD","EVD","-","-","",""
"EVH","EVH","-","-","",""
"EVK","EVK","-","-","",""
"EVNAU","EVNAU","-","-","",""
"EVO","EVO","-","-","",""
"EVOKGB","EVOKGB","-","-","",""
"EVR","EVR","-","-","",""
"EVTAU","EVTAU","-","-","",""
"EVT","EVT","-","-","",""
"EVTL","EVTL","-","-","",""
"EWD","EWD","-","-","",""
"EW","EW","-","-","",""
"EWM","EWM","-","-","",""
"EWTUSD","EWTUSD","-","-","",""
"EWZ","EWZ","-","-","",""
"EXC","EXC","-","-","",""
"EXE","EXE","-","-","",""
"EXFY","EXFY","-","-","",""
"EXK","EXK","-","-","",""
"EXOD","EXOD","-","-","",""
"EXP","EXP","-","-","",""
"EXPN","EXPN","-","-","",""
"EXR","EXR","-","-","",""
"EYDR","EYDR","-","-","",""
"EYEGB","EYEGB","-","-","",""
"EZA","EZA","-","-","",""
"EZJGB","EZJGB","-","-","",""
"EZU","EZU","-","-","",""
"F34SG","F34SG","-","-","",""
"F83SG","F83SG","-","-","",""
"F99SG","F99SG","-","-","",""
"FAE","FAE","-","-","",""
"FAG","FAG","-","-","",""
"FAN","FAN","-","-","",""
"FANG","FANG","-","-","",""
"FAN.L","FAN.L","-","-","",""
"FARAU","FARAU","-","-","",""
"FARMUSD","FARMUSD","-","-","",""
"FARN","FARN","-","-","",""
"FARTCOINUSD","FARTCOINUSD","-","-","",""
"FAS","FAS","-","-","",""
"FBKIT","FBKIT","-","-","",""
"FBP","FBP","-","-","",""
"FBTPU2025","FBTPU2025","-","-","",""
"FBTPZ2025","FBTPZ2025","-","-","",""
"FBTSU2025","FBTSU2025","-","-","",""
"FBTSZ2025","FBTSZ2025","-","-","",""
"FBUAU","FBUAU","-","-","",""
"FCA","FCA","-","-","",""
"FCBC","FCBC","-","-","",""
"FCC","FCC","-","-","",""
"FCEL","FCEL","-","-","",""
"FCF","FCF","-","-","",""
"FCH","FCH","-","-","",""
"FCIT","FCIT","-","-","",""
"FCN","FCN","-","-","",""
"FCSS","FCSS","-","-","",""
"FCT","FCT","-","-","",""
"FCX","FCX","-","-","",""
"FDEV","FDEV","-","-","",""
"FDJUPUP","FDJUPUP","-","-","",""
"FDMGB","FDMGB","-","-","",""
"FDN","FDN","-","-","",""
"FDP","FDP","-","-","",""
"FDS","FDS","-","-","",""
"FDX","FDX","-","-","",""
"FDXU2025","FDXU2025","-","-","",""
"FEEDERCATTLE","FEEDERCATTLE","-","-","",""
"FE","FE","-","-","",""
"FEIH2026","FEIH2026","-","-","",""
"FEIM2026","FEIM2026","-","-","",""
"FEIU2025","FEIU2025","-","-","",""
"FEIU2026","FEIU2026","-","-","",""
"FEIZ2025","FEIZ2025","-","-","",""
"FEM","FEM","-","-","",""
"FEN","FEN","-","-","",""
"FEP","FEP","-","-","",""
"FER","FER","-","-","",""
"FERGGB","FERGGB","-","-","",""
"FERTIGLB","FERTIGLB","-","-","",""
"FESBU2025","FESBU2025","-","-","",""
"FETUSD","FETUSD","-","-","",""
"FEV","FEV","-","-","",""
"F","F","-","-","",""
"FFAI","FFAI","-","-","",""
"FFARM","FFARM","-","-","",""
"FF","FF","-","-","",""
"FFIU2025","FFIU2025","-","-","",""
"FGBLU2025","FGBLU2025","-","-","",""
"FGBLZ2025","FGBLZ2025","-","-","",""
"FGBMU2025","FGBMU2025","-","-","",""
"FGBMZ2025","FGBMZ2025","-","-","",""
"FGBSU2025","FGBSU2025","-","-","",""
"FGBSZ2025","FGBSZ2025","-","-","",""
"FGBXU2025","FGBXU2025","-","-","",""
"FGBXZ2025","FGBXZ2025","-","-","",""
"FGEN","FGEN","-","-","",""
"FGP","FGP","-","-","",""
"FGR","FGR","-","-","",""
"FGT","FGT","-","-","",""
"FGXAU","FGXAU","-","-","",""
"FHB","FHB","-","-","",""
"FHEUSD","FHEUSD","-","-","",""
"FHLC","FHLC","-","-","",""
"FHN","FHN","-","-","",""
"FHZN","FHZN","-","-","",""
"FICO","FICO","-","-","",""
"FIDAUSD","FIDAUSD","-","-","",""
"FI","FI","-","-","",""
"FIG","FIG","-","-","",""
"FILUSD","FILUSD","-","-","",""
"FINGB","FINGB","-","-","",""
"FIS","FIS","-","-","",""
"FISUSD","FISUSD","-","-","",""
"FIVE","FIVE","-","-","",""
"FIX","FIX","-","-","",""
"FJP","FJP","-","-","",""
"FKWL","FKWL","-","-","",""
"FLGTZ2025","FLGTZ2025","-","-","",""
"FLNC","FLNC","-","-","",""
"FLNT","FLNT","-","-","",""
"FLO","FLO","-","-","",""
"FLOKIUSD","FLOKIUSD","-","-","",""
"FLOL","FLOL","-","-","",""
"FLOW.AS","FLOW.AS","-","-","",""
"FLOWUSD","FLOWUSD","-","-","",""
"FLR","FLR","-","-","",""
"FLRUSD","FLRUSD","-","-","",""
"FLS","FLS","-","-","",""
"FLTAU","FLTAU","-","-","",""
"FLTRGB","FLTRGB","-","-","",""
"FLUIDUSD","FLUIDUSD","-","-","",""
"FLUI","FLUI","-","-","",""
"FLUX","FLUX","-","-","",""
"FLXS","FLXS","-","-","",""
"FLY","FLY","-","-","",""
"FLYUSD","FLYUSD","-","-","",""
"FMCA","FMCA","-","-","",""
"FMC","FMC","-","-","",""
"FME","FME","-","-","",""
"FMGAU","FMGAU","-","-","",""
"FMX","FMX","-","-","",""
"FNAC","FNAC","-","-","",""
"FNF","FNF","-","-","",""
"FN","FN","-","-","",""
"FNGD","FNGD","-","-","",""
"FNGO","FNGO","-","-","",""
"FNTL","FNTL","-","-","",""
"FNTN","FNTN","-","-","",""
"FNVCA","FNVCA","-","-","",""
"FNV","FNV","-","-","",""
"FOATU2025","FOATU2025","-","-","",""
"FOATZ2025","FOATZ2025","-","-","",""
"FORD","FORD","-","-","",""
"FOR","FOR","-","-","",""
"FORN","FORN","-","-","",""
"FORR","FORR","-","-","",""
"FORTHUSD","FORTHUSD","-","-","",""
"FOSL","FOSL","-","-","",""
"FOUR","FOUR","-","-","",""
"FOURGB","FOURGB","-","-","",""
"FOXA","FOXA","-","-","",""
"FOX","FOX","-","-","",""
"FOXT","FOXT","-","-","",""
"FPAY","FPAY","-","-","",""
"FPE3","FPE3","-","-","",""
"FPHAU","FPHAU","-","-","",""
"FPH","FPH","-","-","",""
"FR40","FR40","-","-","",""
"FRA","FRA","-","-","",""
"FRAN","FRAN","-","-","",""
"FRAS","FRAS","-","-","",""
"FRD","FRD","-","-","",""
"FRE","FRE","-","-","",""
"FRES","FRES","-","-","",""
"FR","FR","-","-","",""
"FRONO","FRONO","-","-","",""
"FRP","FRP","-","-","",""
"FRPT","FRPT","-","-","",""
"FRT","FRT","-","-","",""
"FSBW","FSBW","-","-","",""
"FSFL","FSFL","-","-","",""
"FSJ","FSJ","-","-","",""
"FSLR","FSLR","-","-","",""
"FSP","FSP","-","-","",""
"FSS","FSS","-","-","",""
"FSVGB","FSVGB","-","-","",""
"FSZ","FSZ","-","-","",""
"FTC","FTC","-","-","",""
"FTCI","FTCI","-","-","",""
"FTEK","FTEK","-","-","",""
"FTI","FTI","-","-","",""
"FTMUSD","FTMUSD","-","-","",""
"FTNT","FTNT","-","-","",""
"FTV","FTV","-","-","",""
"FTXR","FTXR","-","-","",""
"FUBO","FUBO","-","-","",""
"FUGRC","FUGRC","-","-","",""
"FUL","FUL","-","-","",""
"FUM","FUM","-","-","",""
"FUN","FUN","-","-","",""
"FUTR","FUTR","-","-","",""
"FUTU","FUTU","-","-","",""
"FVD","FVD","-","-","",""
"FVSU2025","FVSU2025","-","-","",""
"FVSV2025","FVSV2025","-","-","",""
"FVUS","FVUS","-","-","",""
"FW2020U2025","FW2020U2025","-","-","",""
"FWOGUSD","FWOGUSD","-","-","",""
"FXI","FXI","-","-","",""
"FXPO","FXPO","-","-","",""
"FXSUSD","FXSUSD","-","-","",""
"FXXPU2025","FXXPU2025","-","-","",""
"FYC","FYC","-","-","",""
"G13SG","G13SG","-","-","",""
"G1A","G1A","-","-","",""
"G24","G24","-","-","",""
"G4M","G4M","-","-","",""
"G92SG","G92SG","-","-","",""
"GALAUSD","GALAUSD","-","-","",""
"GALE","GALE","-","-","",""
"GALFTUSD","GALFTUSD","-","-","",""
"GALT","GALT","-","-","",""
"GALUSD","GALUSD","-","-","",""
"GAMA","GAMA","-","-","",""
"GAMR","GAMR","-","-","",""
"GAMZ","GAMZ","-","-","",""
"GARIUSD","GARIUSD","-","-","",""
"GASOIL","GASOIL","-","-","",""
"GASOLINE","GASOLINE","-","-","",""
"GATC","GATC","-","-","",""
"GAW","GAW","-","-","",""
"GBFDE","GBFDE","-","-","",""
"GBIO","GBIO","-","-","",""
"GBOX","GBOX","-","-","",""
"GBPAUD","GBPAUD","-","-","",""
"GBPCAD","GBPCAD","-","-","",""
"GBPCHF","GBPCHF","-","-","",""
"GBPCNH","GBPCNH","-","-","",""
"GBPCZK","GBPCZK","-","-","",""
"GBPDKK","GBPDKK","-","-","",""
"GBPHKD","GBPHKD","-","-","",""
"GBPHUF","GBPHUF","-","-","",""
"GBPJPY","GBPJPY","-","-","",""
"GBPMXN","GBPMXN","-","-","",""
"GBPNOK","GBPNOK","-","-","",""
"GBPNZD","GBPNZD","-","-","",""
"GBPPLN","GBPPLN","-","-","",""
"GBPSEK","GBPSEK","-","-","",""
"GBPSGD","GBPSGD","-","-","",""
"GBPTRY","GBPTRY","-","-","",""
"GBPUSD","GBPUSD","-","-","",""
"GBPUSDU2025","GBPUSDU2025","-","-","",""
"GBPUSDZ2025","GBPUSDZ2025","-","-","",""
"GBPZAR","GBPZAR","-","-","",""
"GCM","GCM","-","-","",""
"GCPGBP","GCPGBP","-","-","",""
"GCZ2025","GCZ2025","-","-","",""
"GD","GD","-","-","",""
"GDRX","GDRX","-","-","",""
"GDS","GDS","-","-","",""
"GDWN","GDWN","-","-","",""
"GDX","GDX","-","-","",""
"GDXJ","GDXJ","-","-","",""
"GEBN","GEBN","-","-","",""
"GE","GE","-","-","",""
"GEMAU","GEMAU","-","-","",""
"GENG","GENG","-","-","",""
"GENK","GENK","-","-","",""
"GERN","GERN","-","-","",""
"GES","GES","-","-","",""
"GEST","GEST","-","-","",""
"GETFR","GETFR","-","-","",""
"GETIB","GETIB","-","-","",""
"GETY","GETY","-","-","",""
"GEVO","GEVO","-","-","",""
"GFC","GFC","-","-","",""
"GFIUSD","GFIUSD","-","-","",""
"GFL","GFL","-","-","",""
"GFM","GFM","-","-","",""
"GFRD","GFRD","-","-","",""
"GFTD","GFTD","-","-","",""
"GFTU","GFTU","-","-","",""
"G","G","-","-","",""
"GGAL","GGAL","-","-","",""
"GGB","GGB","-","-","",""
"GGP","GGP","-","-","",""
"GHC","GHC","-","-","",""
"GHG","GHG","-","-","",""
"GHH","GHH","-","-","",""
"GHIBLIUSD","GHIBLIUSD","-","-","",""
"GHI","GHI","-","-","",""
"GHITHA","GHITHA","-","-","",""
"GHM","GHM","-","-","",""
"GHSTUSD","GHSTUSD","-","-","",""
"GIGAUSD","GIGAUSD","-","-","",""
"GIL","GIL","-","-","",""
"GIS","GIS","-","-","",""
"GIVN","GIVN","-","-","",""
"GJF","GJF","-","-","",""
"GKP","GKP","-","-","",""
"GL9","GL9","-","-","",""
"GLD","GLD","-","-","",""
"GLE","GLE","-","-","",""
"GLEN","GLEN","-","-","",""
"GL","GL","-","-","",""
"GLJ","GLJ","-","-","",""
"GLMRUSD","GLMRUSD","-","-","",""
"GLOB","GLOB","-","-","",""
"GLPG","GLPG","-","-","",""
"GLP","GLP","-","-","",""
"GLSI","GLSI","-","-","",""
"GLW","GLW","-","-","",""
"GLXY","GLXY","-","-","",""
"GMAAU","GMAAU","-","-","",""
"GME","GME","-","-","",""
"GMGAU","GMGAU","-","-","",""
"GM","GM","-","-","",""
"GMRG","GMRG","-","-","",""
"GMSGB","GMSGB","-","-","",""
"GMS","GMS","-","-","",""
"GMTUSD","GMTUSD","-","-","",""
"GMXUSD","GMXUSD","-","-","",""
"GNAV","GNAV","-","-","",""
"GNCAU","GNCAU","-","-","",""
"GNC","GNC","-","-","",""
"GNFTFR","GNFTFR","-","-","",""
"GNGAU","GNGAU","-","-","",""
"GNOUSD","GNOUSD","-","-","",""
"GNPX","GNPX","-","-","",""
"GNSGB","GNSGB","-","-","",""
"GNW","GNW","-","-","",""
"GOATUSD","GOATUSD","-","-","",""
"GOCO","GOCO","-","-","",""
"GO","GO","-","-","",""
"GOGUSD","GOGUSD","-","-","",""
"GOLD","GOLD","-","-","",""
"GOOG","GOOG","-","-","",""
"GOOGL","GOOGL","-","-","",""
"GORAU","GORAU","-","-","",""
"GOVX","GOVX","-","-","",""
"GOZAU","GOZAU","-","-","",""
"GPC","GPC","-","-","",""
"GPEGGB","GPEGGB","-","-","",""
"GPI","GPI","-","-","",""
"GPIM","GPIM","-","-","",""
"GPK","GPK","-","-","",""
"GPN","GPN","-","-","",""
"GPRO","GPRO","-","-","",""
"GPS","GPS","-","-","",""
"GPTAU","GPTAU","-","-","",""
"GRASSUSD","GRASSUSD","-","-","",""
"GRC","GRC","-","-","",""
"GREE","GREE","-","-","",""
"GRG","GRG","-","-","",""
"GRIFFAINUSD","GRIFFAINUSD","-","-","",""
"GRI","GRI","-","-","",""
"GRLS","GRLS","-","-","",""
"GRP","GRP","-","-","",""
"GRRAU","GRRAU","-","-","",""
"GRTBTC","GRTBTC","-","-","",""
"GRTUSD","GRTUSD","-","-","",""
"GRWG","GRWG","-","-","",""
"GSAT","GSAT","-","-","",""
"GSCT","GSCT","-","-","",""
"GSFNO","GSFNO","-","-","",""
"GSG","GSG","-","-","",""
"GS","GS","-","-","",""
"GSK","GSK","-","-","",""
"GSKL","GSKL","-","-","",""
"GSTUSD","GSTUSD","-","-","",""
"GTCUSD","GTCUSD","-","-","",""
"GT","GT","-","-","",""
"GTIM","GTIM","-","-","",""
"GTLB","GTLB","-","-","",""
"GTM","GTM","-","-","",""
"GTN","GTN","-","-","",""
"GTTFR","GTTFR","-","-","",""
"GTX","GTX","-","-","",""
"GTY","GTY","-","-","",""
"GUNUSD","GUNUSD","-","-","",""
"GUSD","GUSD","-","-","",""
"GVA","GVA","-","-","",""
"GVLU","GVLU","-","-","",""
"GVR","GVR","-","-","",""
"GWAAU","GWAAU","-","-","",""
"GWH","GWH","-","-","",""
"GWW","GWW","-","-","",""
"GXC","GXC","-","-","",""
"GXI","GXI","-","-","",""
"GYG","GYG","-","-","",""
"HAGG","HAGG","-","-","",""
"HAIN","HAIN","-","-","",""
"HAL.AMS","HAL.AMS","-","-","",""
"HAL","HAL","-","-","",""
"HASE","HASE","-","-","",""
"HAS_GBP","HAS_GBP","-","-","",""
"HAS","HAS","-","-","",""
"HAYAH","HAYAH","-","-","",""
"HBARUSD","HBARUSD","-","-","",""
"HBCP","HBCP","-","-","",""
"HBH","HBH","-","-","",""
"HBIO","HBIO","-","-","",""
"HBR","HBR","-","-","",""
"HCAT","HCAT","-","-","",""
"HCM","HCM","-","-","",""
"HDB","HDB","-","-","",""
"HDD","HDD","-","-","",""
"HD","HD","-","-","",""
"HDXUSD","HDXUSD","-","-","",""
"HEAD","HEAD","-","-","",""
"HEATINGOIL","HEATINGOIL","-","-","",""
"HEIA","HEIA","-","-","",""
"HEID","HEID","-","-","",""
"HEIJ","HEIJ","-","-","",""
"HEIN","HEIN","-","-","",""
"HEIO","HEIO","-","-","",""
"HELN","HELN","-","-","",""
"HELR","HELR","-","-","",""
"HEN3","HEN3","-","-","",""
"HEPR","HEPR","-","-","",""
"HER","HER","-","-","",""
"HEXAB","HEXAB","-","-","",""
"HEX","HEX","-","-","",""
"HEXH","HEXH","-","-","",""
"HFD","HFD","-","-","",""
"HFGDE","HFGDE","-","-","",""
"HFG","HFG","-","-","",""
"HFTUSD","HFTUSD","-","-","",""
"HGT","HGT","-","-","",""
"HGZ2025","HGZ2025","-","-","",""
"H","H","-","-","",""
"HHH","HHH","-","-","",""
"HICL","HICL","-","-","",""
"HIG","HIG","-","-","",""
"HII","HII","-","-","",""
"HIK","HIK","-","-","",""
"HILS","HILS","-","-","",""
"HIMS","HIMS","-","-","",""
"HIPO","HIPO","-","-","",""
"HIPPOUSD","HIPPOUSD","-","-","",""
"HIVE","HIVE","-","-","",""
"HIW","HIW","-","-","",""
"HK50","HK50","-","-","",""
"HKDMXN","HKDMXN","-","-","",""
"HKDSEK","HKDSEK","-","-","",""
"HKDTRY","HKDTRY","-","-","",""
"HLAG","HLAG","-","-","",""
"HLCL","HLCL","-","-","",""
"HLE","HLE","-","-","",""
"HL","HL","-","-","",""
"HLI","HLI","-","-","",""
"HLMA","HLMA","-","-","",""
"HLN","HLN","-","-","",""
"HLSAU","HLSAU","-","-","",""
"HLT","HLT","-","-","",""
"HLVX","HLVX","-","-","",""
"HLX","HLX","-","-","",""
"HMB","HMB","-","-","",""
"HMC","HMC","-","-","",""
"HMN","HMN","-","-","",""
"HMSO","HMSO","-","-","",""
"HMST","HMST","-","-","",""
"HMSTRUSD","HMSTRUSD","-","-","",""
"HMY","HMY","-","-","",""
"HNGE","HNGE","-","-","",""
"HNI","HNI","-","-","",""
"HNR1","HNR1","-","-","",""
"HNST","HNST","-","-","",""
"HNTUSD","HNTUSD","-","-","",""
"HOC","HOC","-","-","",""
"HOFI","HOFI","-","-","",""
"HOG","HOG","-","-","",""
"HO","HO","-","-","",""
"HOLMB","HOLMB","-","-","",""
"HOLNZ","HOLNZ","-","-","",""
"HOME","HOME","-","-","",""
"HONEYUSD","HONEYUSD","-","-","",""
"HON","HON","-","-","",""
"HOOD","HOOD","-","-","",""
"HOTG","HOTG","-","-","",""
"HOTH","HOTH","-","-","",""
"HOV2025","HOV2025","-","-","",""
"HOX2025","HOX2025","-","-","",""
"HPE","HPE","-","-","",""
"HP","HP","-","-","",""
"HPOS10IUSD","HPOS10IUSD","-","-","",""
"HPQ","HPQ","-","-","",""
"HRB","HRB","-","-","",""
"HRI","HRI","-","-","",""
"HRIUK","HRIUK","-","-","",""
"HRL","HRL","-","-","",""
"HRMR","HRMR","-","-","",""
"HRTX","HRTX","-","-","",""
"HSBA","HSBA","-","-","",""
"HSCE","HSCE","-","-","",""
"HSD","HSD","-","-","",""
"HSIU2025","HSIU2025","-","-","",""
"HSL","HSL","-","-","",""
"HSTECH","HSTECH","-","-","",""
"HST","HST","-","-","",""
"HSX","HSX","-","-","",""
"HSY","HSY","-","-","",""
"HT1AU","HT1AU","-","-","",""
"HTG","HTG","-","-","",""
"HTH","HTH","-","-","",""
"HTWS","HTWS","-","-","",""
"HUFVA","HUFVA","-","-","",""
"HUKX","HUKX","-","-","",""
"HUMA","HUMA","-","-","",""
"HUMAUSD","HUMAUSD","-","-","",""
"HUM","HUM","-","-","",""
"HUN","HUN","-","-","",""
"HURC","HURC","-","-","",""
"HUSQB","HUSQB","-","-","",""
"HUT","HUT","-","-","",""
"HUW","HUW","-","-","",""
"HUYA","HUYA","-","-","",""
"HVNAU","HVNAU","-","-","",""
"HVO","HVO","-","-","",""
"HVPE","HVPE","-","-","",""
"HWC","HWC","-","-","",""
"HWDN","HWDN","-","-","",""
"HWM","HWM","-","-","",""
"HXL","HXL","-","-","",""
"HYFM","HYFM","-","-","",""
"HYG","HYG","-","-","",""
"HYLN","HYLN","-","-","",""
"HYMC","HYMC","-","-","",""
"HZNAU","HZNAU","-","-","",""
"IAC","IAC","-","-","",""
"IAGAU","IAGAU","-","-","",""
"IAG","IAG","-","-","",""
"IAS","IAS","-","-","",""
"IBB","IBB","-","-","",""
"IBDU","IBDU","-","-","",""
"IBDV","IBDV","-","-","",""
"IBDW","IBDW","-","-","",""
"IBEES","IBEES","-","-","",""
"IBHF","IBHF","-","-","",""
"IBHG","IBHG","-","-","",""
"IBIO","IBIO","-","-","",""
"IBKR","IBKR","-","-","",""
"IBM","IBM","-","-","",""
"IBN","IBN","-","-","",""
"IBRX","IBRX","-","-","",""
"IBST","IBST","-","-","",""
"ICAG","ICAG","-","-","",""
"ICCC","ICCC","-","-","",""
"ICE","ICE","-","-","",""
"ICG","ICG","-","-","",""
"ICGT","ICGT","-","-","",""
"ICLN","ICLN","-","-","",""
"ICNTUSD","ICNTUSD","-","-","",""
"ICPUSD","ICPUSD","-","-","",""
"ICXUSD","ICXUSD","-","-","",""
"IDA","IDA","-","-","",""
"IDEXUSD","IDEXUSD","-","-","",""
"IDOX","IDOX","-","-","",""
"IDR","IDR","-","-","",""
"IDRV","IDRV","-","-","",""
"IDUSD","IDUSD","-","-","",""
"IEF","IEF","-","-","",""
"IEI","IEI","-","-","",""
"IELAU","IELAU","-","-","",""
"IEMG","IEMG","-","-","",""
"IEM","IEM","-","-","",""
"IEP","IEP","-","-","",""
"IEX","IEX","-","-","",""
"IFF","IFF","-","-","",""
"IFGL","IFGL","-","-","",""
"IF","IF","-","-","",""
"IFLAU","IFLAU","-","-","",""
"IFMAU","IFMAU","-","-","",""
"IFX","IFX","-","-","",""
"IGF","IGF","-","-","",""
"IGG","IGG","-","-","",""
"IGIT","IGIT","-","-","",""
"IGOAU","IGOAU","-","-","",""
"IGP","IGP","-","-","",""
"IGRI","IGRI","-","-","",""
"IGT","IGT","-","-","",""
"IHGGBP","IHGGBP","-","-","",""
"IHP","IHP","-","-","",""
"IHRT","IHRT","-","-","",""
"IHS","IHS","-","-","",""
"IIG","IIG","-","-","",""
"III","III","-","-","",""
"IKA","IKA","-","-","",""
"ILLR","ILLR","-","-","",""
"ILUAU","ILUAU","-","-","",""
"IMB","IMB","-","-","",""
"IMCD","IMCD","-","-","",""
"IMGCA","IMGCA","-","-","",""
"IMI","IMI","-","-","",""
"IMMP","IMMP","-","-","",""
"IMNN","IMNN","-","-","",""
"IMPN","IMPN","-","-","",""
"IMPP","IMPP","-","-","",""
"IMXUSD","IMXUSD","-","-","",""
"INBK","INBK","-","-","",""
"INCH","INCH","-","-","",""
"INDT","INDT","-","-","",""
"INDUA","INDUA","-","-","",""
"INF","INF","-","-","",""
"INFU","INFU","-","-","",""
"INGA","INGA","-","-","",""
"INGAU","INGAU","-","-","",""
"ING","ING","-","-","",""
"INJUSD","INJUSD","-","-","",""
"INN","INN","-","-","",""
"INOD","INOD","-","-","",""
"INO","INO","-","-","",""
"INPP","INPP","-","-","",""
"INS","INS","-","-","",""
"INTC","INTC","-","-","",""
"INTRUM","INTRUM","-","-","",""
"INTRUSD","INTRUSD","-","-","",""
"INTU","INTU","-","-","",""
"INVEB","INVEB","-","-","",""
"INV","INV","-","-","",""
"INVP","INVP","-","-","",""
"INWI","INWI","-","-","",""
"INWT","INWT","-","-","",""
"IOF","IOF","-","-","",""
"IOMG","IOMG","-","-","",""
"IONQ","IONQ","-","-","",""
"IOSD","IOSD","-","-","",""
"IOTAUSD","IOTAUSD","-","-","",""
"IOT","IOT","-","-","",""
"IOVA","IOVA","-","-","",""
"IPG","IPG","-","-","",""
"IPHAU","IPHAU","-","-","",""
"IP","IP","-","-","",""
"IPM","IPM","-","-","",""
"IPN","IPN","-","-","",""
"IPO","IPO","-","-","",""
"IPS","IPS","-","-","",""
"IPUSD","IPUSD","-","-","",""
"IPX","IPX","-","-","",""
"IQ","IQ","-","-","",""
"IQTR","IQTR","-","-","",""
"IQV","IQV","-","-","",""
"IR5B","IR5B","-","-","",""
"IRBT","IRBT","-","-","",""
"IREAU","IREAU","-","-","",""
"IRE","IRE","-","-","",""
"IREN","IREN","-","-","",""
"IRES","IRES","-","-","",""
"IRIAU","IRIAU","-","-","",""
"IR","IR","-","-","",""
"IRM","IRM","-","-","",""
"IRT","IRT","-","-","",""
"IRWD","IRWD","-","-","",""
"ISF","ISF","-","-","",""
"ISHG","ISHG","-","-","",""
"ISP","ISP","-","-","",""
"ISPR","ISPR","-","-","",""
"ISRG","ISRG","-","-","",""
"IT40","IT40","-","-","",""
"ITA","ITA","-","-","",""
"IT","IT","-","-","",""
"ITM","ITM","-","-","",""
"ITRK","ITRK","-","-","",""
"ITV","ITV","-","-","",""
"ITW","ITW","-","-","",""
"ITX","ITX","-","-","",""
"IVG","IVG","-","-","",""
"IVN","IVN","-","-","",""
"IVVD","IVVD","-","-","",""
"IVV","IVV","-","-","",""
"IVZ","IVZ","-","-","",""
"IWG","IWG","-","-","",""
"IWM","IWM","-","-","",""
"IXX","IXX","-","-","",""
"IYR","IYR","-","-","",""
"IYW","IYW","-","-","",""
"J225","J225","-","-","",""
"J85SG","J85SG","-","-","",""
"J91USG","J91USG","-","-","",""
"JAILSTOOLUSD","JAILSTOOLUSD","-","-","",""
"JAMF","JAMF","-","-","",""
"JAM","JAM","-","-","",""
"JASMYUSD","JASMYUSD","-","-","",""
"JBHAU","JBHAU","-","-","",""
"JBY","JBY","-","-","",""
"JDEP","JDEP","-","-","",""
"JDG","JDG","-","-","",""
"JD","JD","-","-","",""
"JD.","JD.","-","-","",""
"JDW","JDW","-","-","",""
"JEDT","JEDT","-","-","",""
"JELD","JELD","-","-","",""
"JEPI","JEPI","-","-","",""
"JEPQ","JEPQ","-","-","",""
"JET2","JET2","-","-","",""
"JETS","JETS","-","-","",""
"JFIN","JFIN","-","-","",""
"JFJ","JFJ","-","-","",""
"JHD","JHD","-","-","",""
"JHXAU","JHXAU","-","-","",""
"JII","JII","-","-","",""
"JINAU","JINAU","-","-","",""
"JITOSOLUSD","JITOSOLUSD","-","-","",""
"JLP","JLP","-","-","",""
"JMAT","JMAT","-","-","",""
"JMG","JMG","-","-","",""
"JMIA","JMIA","-","-","",""
"JM","JM","-","-","",""
"JNEO","JNEO","-","-","",""
"JNJ","JNJ","-","-","",""
"JNMU2025","JNMU2025","-","-","",""
